GO_ID	LEVEL	NAME
GO:1990324	4	collagen type XXVI trimer
GO:1990325	5	collagen type XXVII trimer
GO:1990326	4	collagen type XXVIII trimer
GO:1990327	6	collagen type XXV trimer
GO:1990328	3	RPB4-RPB7 complex
GO:1990329	6	IscS-TusA complex
GO:1990330	6	IscS-IscU complex
GO:1990331	9	Hpa2 acetyltransferase complex
GO:1990332	8	Ire1 complex
GO:1990333	3	mitotic checkpoint complex, CDC20-MAD2 subcomplex
GO:1990334	5	Bfa1-Bub2 complex
GO:1990338	4	laminin-14 complex
GO:1990339	4	laminin-522 complex
GO:1990340	4	laminin-15 complex
GO:1990341	3	thrombospondin complex
GO:1990342	6	heterochromatin island
GO:1990343	6	heterochromatin domain
GO:1990344	6	secondary cell septum biogenesis
GO:1990346	3	BID-BCL-xl complex
GO:1990349	6	gap junction-mediated intercellular transport
GO:1990350	4	glucose transporter complex
GO:1990351	3	transporter complex
GO:1990352	6	BRE1 E3 ubiquitin ligase complex
GO:1990353	6	Fused-Smurf ubiquitin ligase complex
GO:1990354	6	activated SUMO-E1 ligase complex
GO:1990355	12	L-methionine salvage from methionine sulphoxide
GO:1990356	3	sumoylated E2 ligase complex
GO:1990357	9	terminal web
GO:1990358	4	xylanosome
GO:1990359	7	stress response to zinc ion
GO:1990360	7	PKM2 protein kinase complex
GO:1990361	7	PKM2 pyruvate kinase complex
GO:1990362	8	butanol dehydrogenase activity
GO:1990374	10	Kir2 inward rectifier potassium channel complex
GO:1990375	6	baculum development
GO:1990377	4	organomineral extracellular matrix
GO:1990378	5	upstream stimulatory factor complex
GO:1990379	8	lipid transport across blood-brain barrier
GO:1990380	5	Lys48-specific deubiquitinase activity
GO:1990381	6	ubiquitin-specific protease binding
GO:1990383	8	cellular response to biotin starvation
GO:1990384	4	hyaloid vascular plexus regression
GO:1990385	4	meiotic spindle midzone
GO:1990386	9	mitotic cleavage furrow ingression
GO:1990387	10	isogloboside biosynthetic process
GO:1990388	10	xylem-to-phloem iron transport
GO:1990389	8	CUE1-UBC7 ubiquitin-conjugating enzyme complex
GO:1990390	12	protein K33-linked ubiquitination
GO:1990391	3	DNA repair complex
GO:1990392	5	EFF-1 complex
GO:1990393	3	3M complex
GO:1990394	4	cellular response to cell wall damage
GO:1990395	7	meiotic spindle pole body organization
GO:1990396	11	single-strand break repair via homologous recombination
GO:1990397	11	queuosine salvage
GO:1990398	6	Cus cation efflux complex
GO:1990399	6	epithelium regeneration
GO:1990400	8	mitochondrial ribosomal large subunit rRNA binding
GO:1990401	6	embryonic lung development
GO:1990402	6	embryonic liver development
GO:1990403	6	embryonic brain development
GO:1990404	6	protein ADP-ribosylase activity
GO:1990405	4	protein antigen binding
GO:1990406	8	CGRP receptor complex
GO:1990407	7	calcitonin gene-related peptide binding
GO:1990408	8	calcitonin gene-related peptide receptor signaling pathway
GO:1990409	7	adrenomedullin binding
GO:1990410	8	adrenomedullin receptor signaling pathway
GO:1990411	5	hercynylcysteine sulfoxide lyase activity (ergothioneine-forming)
GO:1990412	5	hercynylselenocysteine lyase activity (selenoneine-forming)
GO:1990413	5	eyespot apparatus
GO:1990414	11	replication-born double-strand break repair via sister chromatid exchange
GO:1990415	3	Pex17p-Pex14p docking complex
GO:1990416	8	cellular response to brain-derived neurotrophic factor stimulus
GO:1990417	11	snoRNA release from pre-rRNA
GO:1990418	6	response to insulin-like growth factor stimulus
GO:1990420	12	establishment of septation initiation network asymmetry
GO:1990422	6	glyoxalase (glycolic acid-forming) activity
GO:1990423	3	RZZ complex
GO:1990424	7	protein arginine kinase activity
GO:1990425	9	ryanodine receptor complex
GO:1990426	11	mitotic recombination-dependent replication fork processing
GO:1990427	3	stereocilia tip-link density
GO:1990428	9	miRNA transport
GO:1990429	4	peroxisomal importomer complex
GO:1990430	4	extracellular matrix protein binding
GO:1990431	11	priRNA 3'-end processing
GO:1990432	11	siRNA 3'-end processing
GO:1990433	5	CSL-Notch-Mastermind transcription factor complex
GO:1990434	4	lower tip-link density
GO:1990435	4	upper tip-link density
GO:1990437	11	snRNA 2'-O-methylation
GO:1990438	12	U6 2'-O-snRNA methylation
GO:1990439	9	MAP kinase serine/threonine phosphatase activity
GO:1990440	12	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
GO:1990441	12	negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
GO:1990442	8	intrinsic apoptotic signaling pathway in response to nitrosative stress
GO:1990443	11	peptidyl-threonine autophosphorylation
GO:1990444	5	F-box domain binding
GO:1990446	6	U1 snRNP binding
GO:1990447	6	U2 snRNP binding
GO:1990448	4	exon-exon junction complex binding
GO:1990450	6	linear polyubiquitin binding
GO:1990451	8	cellular stress response to acidic pH
GO:1990452	6	Parkin-FBXW7-Cul1 ubiquitin ligase complex
GO:1990453	3	nucleosome disassembly/reassembly complex
GO:1990454	9	L-type voltage-gated calcium channel complex
GO:1990455	6	PTEN phosphatase complex
GO:1990456	6	mitochondrion-endoplasmic reticulum membrane tethering
GO:1990457	10	pexophagosome
GO:1990458	4	lipooligosaccharide binding
GO:1990459	5	transferrin receptor binding
GO:1990460	5	leptin receptor binding
GO:1990461	4	detoxification of iron ion
GO:1990462	6	omegasome
GO:1990463	3	lateral cortical node
GO:1990464	6	D-2-hydroxyacid dehydrogenase (quinone) activity
GO:1990465	5	aldehyde oxygenase (deformylating) activity
GO:1990466	11	protein autosumoylation
GO:1990467	10	NuA3a histone acetyltransferase complex
GO:1990468	10	NuA3b histone acetyltransferase complex
GO:1990469	3	Rhino-Deadlock-Cutoff Complex
GO:1990470	8	piRNA cluster binding
GO:1990471	9	piRNA uni-strand cluster binding
GO:1990472	9	piRNA dual-strand cluster binding
GO:1990473	6	ciliary targeting signal binding
GO:1990474	11	synaptic vesicle, readily releasable pool
GO:1990475	11	synaptic vesicle, recycling pool
GO:1990476	11	synaptic vesicle, resting pool
GO:1990477	3	NURS complex
GO:1990478	5	response to ultrasound
GO:1990481	10	mRNA pseudouridine synthesis
GO:1990482	6	sphingolipid alpha-glucuronosyltransferase activity
GO:1990483	5	Clr6 histone deacetylase complex I''
GO:1990484	10	aerobic lactate catabolic process
GO:1990485	10	anaerobic lactate catabolic process
GO:1990486	10	anaerobic fatty acid catabolic process
GO:1990487	8	anaerobic lignin catabolic process
GO:1990488	11	anaerobic cellulose catabolic process
GO:1990489	9	anaerobic pectin catabolic process
GO:1990490	5	archaeal proton-transporting A-type ATPase complex
GO:1990491	10	methane biosynthetic process from methanol and hydrogen
GO:1990492	12	mitotic cell cycle checkpoint inhibiting CAR assembly
GO:1990497	10	regulation of cytoplasmic translation in response to stress
GO:1990498	9	mitotic spindle microtubule
GO:1990499	3	raps-insc complex
GO:1990500	4	eif4e-cup complex
GO:1990501	4	exon-exon junction subcomplex mago-y14
GO:1990502	9	dense core granule maturation
GO:1990503	11	dendritic lamellar body
GO:1990504	10	dense core granule exocytosis
GO:1990505	10	mitotic DNA replication maintenance of fidelity
GO:1990506	12	mitotic DNA-dependent DNA replication
GO:1990507	5	ATP-independent chaperone mediated protein folding
GO:1990508	10	CKM complex
GO:1990509	3	PYM-mago-Y14 complex
GO:1990511	10	piRNA biosynthetic process
GO:1990512	5	Cry-Per complex
GO:1990513	5	CLOCK-BMAL transcription complex
GO:1990514	12	5' transitive RNA interference
GO:1990515	12	3' transitive RNA interference
GO:1990516	11	ribonucleotide excision repair
GO:1990518	12	single-stranded 3'-5' DNA helicase activity
GO:1990519	9	pyrimidine nucleotide import into mitochondrion
GO:1990520	6	separase-securin complex
GO:1990521	5	m7G(5')pppN diphosphatase activator activity
GO:1990522	4	tail spike morphogenesis
GO:1990523	6	bone regeneration
GO:1990524	5	INA complex
GO:1990525	5	BIR domain binding
GO:1990526	3	Ste12p-Dig1p-Dig2p complex
GO:1990527	3	Tec1p-Ste12p-Dig1p complex
GO:1990528	3	Rvs161p-Rvs167p complex
GO:1990529	6	glycosylphosphatidylinositol-mannosyltransferase I complex
GO:1990530	5	Cdc50p-Drs2p complex
GO:1990531	4	phospholipid-translocating ATPase complex
GO:1990532	7	stress response to nickel ion
GO:1990533	3	Dom34-Hbs1 complex
GO:1990534	6	thermospermine oxidase activity
GO:1990535	8	neuron projection maintenance
GO:1990536	12	phosphoenolpyruvate transmembrane import into Golgi lumen
GO:1990537	10	mitotic spindle polar microtubule
GO:1990538	8	xylan O-acetyltransferase activity
GO:1990539	12	fructose import across plasma membrane
GO:1990540	11	mitochondrial manganese ion transmembrane transport
GO:1990542	6	mitochondrial transmembrane transport
GO:1990543	8	mitochondrial S-adenosyl-L-methionine transmembrane transport
GO:1990544	11	mitochondrial ATP transmembrane transport
GO:1990545	9	mitochondrial thiamine pyrophosphate transmembrane transport
GO:1990546	11	mitochondrial tricarboxylic acid transmembrane transport
GO:1990547	10	mitochondrial phosphate ion transmembrane transport
GO:1990548	10	mitochondrial FAD transmembrane transport
GO:1990549	10	mitochondrial NAD transmembrane transport
GO:1990550	11	mitochondrial alpha-ketoglutarate transmembrane transport
GO:1990551	10	mitochondrial 2-oxoadipate transmembrane transport
GO:1990553	11	mitochondrial 5'-adenylyl sulfate transmembrane transport
GO:1990554	12	mitochondrial 3'-phospho-5'-adenylyl sulfate transmembrane transport
GO:1990555	12	mitochondrial oxaloacetate transmembrane transport
GO:1990556	12	mitochondrial isopropylmalate transmembrane transport
GO:1990557	10	mitochondrial sulfate transmembrane transport
GO:1990558	12	mitochondrial malonate(1-) transmembrane transport
GO:1990559	12	mitochondrial coenzyme A transmembrane transport
GO:1990562	4	syndecan-syntenin-ALIX complex
GO:1990563	3	extracellular exosome complex
GO:1990564	11	protein polyufmylation
GO:1990565	4	HSP90-CDC37 chaperone complex
GO:1990566	10	I(KACh) inward rectifier potassium channel complex
GO:1990567	6	DPS complex
GO:1990569	9	UDP-N-acetylglucosamine transmembrane transport
GO:1990570	9	GDP-mannose transmembrane transport
GO:1990571	9	meiotic centromere clustering
GO:1990572	8	TERT-RMRP complex
GO:1990573	10	potassium ion import across plasma membrane
GO:1990574	10	meiotic spindle astral microtubule
GO:1990575	12	mitochondrial L-ornithine transmembrane transport
GO:1990576	6	G protein-coupled glucose receptor activity
GO:1990577	10	C-terminal protein demethylation
GO:1990578	4	perinuclear endoplasmic reticulum membrane
GO:1990579	12	peptidyl-serine trans-autophosphorylation
GO:1990580	10	regulation of cytoplasmic translational termination
GO:1990583	7	phospholipase D activator activity
GO:1990584	4	cardiac Troponin complex
GO:1990585	6	hydroxyproline O-arabinosyltransferase activity
GO:1990586	3	divisome complex
GO:1990587	4	FtsQBL complex
GO:1990588	4	FtsBL complex
GO:1990589	5	ATF4-CREB1 transcription factor complex
GO:1990590	5	ATF1-ATF4 transcription factor complex
GO:1990591	12	asparagine transmembrane import into vacuole
GO:1990592	12	protein K69-linked ufmylation
GO:1990593	4	nascent polypeptide-associated complex binding
GO:1990594	6	L-altrarate dehydratase activity
GO:1990595	6	mast cell secretagogue receptor activity
GO:1990596	12	histone H3-K4 deacetylation
GO:1990597	3	AIP1-IRE1 complex
GO:1990598	9	repair of mitotic mono-orientation defect
GO:1990599	9	3' overhang single-stranded DNA endodeoxyribonuclease activity
GO:1990600	5	single-stranded DNA endodeoxyribonuclease activator activity
GO:1990601	9	5' overhang single-stranded DNA endodeoxyribonuclease activity
GO:1990603	10	dark adaptation
GO:1990604	4	IRE1-TRAF2-ASK1 complex
GO:1990605	6	GU repeat RNA binding
GO:1990606	10	membrane scission GTPase motor activity
GO:1990608	5	mitotic spindle pole body localization
GO:1990609	4	glutamate-cysteine ligase regulator activity
GO:1990610	4	acetolactate synthase regulator activity
GO:1990611	11	regulation of cytoplasmic translational initiation in response to stress
GO:1990612	7	Sad1-Kms1 LINC complex
GO:1990613	8	mitochondrial membrane fusion
GO:1990615	3	Kelch-containing formin regulatory complex
GO:1990616	12	magnesium ion export from mitochondrion
GO:1990617	5	CHOP-ATF4 complex
GO:1990619	12	histone H3-K9 deacetylation
GO:1990620	4	ANPR-A receptor complex
GO:1990621	5	ESCRT IV complex
GO:1990622	3	CHOP-ATF3 complex
GO:1990623	5	Herring body
GO:1990624	4	guanyl nucleotide exchange factor inhibitor activity
GO:1990625	12	negative regulation of cytoplasmic translational initiation in response to stress
GO:1990626	9	mitochondrial outer membrane fusion
GO:1990627	9	mitochondrial inner membrane fusion
GO:1990629	4	phospholamban complex
GO:1990630	3	IRE1-RACK1-PP2A complex
GO:1990631	5	ErbB-4 class receptor binding
GO:1990632	8	branching involved in submandibular gland morphogenesis
GO:1990633	8	mutator focus
GO:1990634	7	protein phosphatase 5 binding
GO:1990635	7	proximal dendrite
GO:1990636	6	reproductive senescence
GO:1990637	8	response to prolactin
GO:1990638	6	response to granulocyte colony-stimulating factor
GO:1990640	9	inositol-2,4,5-triphosphate 5-phosphatase activity
GO:1990641	7	response to iron ion starvation
GO:1990643	7	cellular response to granulocyte colony-stimulating factor
GO:1990644	5	microtubule site clamp
GO:1990646	9	cellular response to prolactin
GO:1990647	5	C/EBP complex
GO:1990648	9	inositol-4,5,6-triphosphate 5-phosphatase activity
GO:1990649	9	inositol-1,2,4,5-tetrakisphosphate 5-phosphatase activity
GO:1990650	9	inositol-2,4,5,6-tetrakisphosphate 5-phosphatase activity
GO:1990651	9	inositol-1,2,4,5,6-pentakisphosphate 5-phosphatase activity
GO:1990654	4	sebum secreting cell proliferation
GO:1990655	5	4 iron, 3 sulfur cluster binding
GO:1990656	7	t-SNARE clustering
GO:1990657	6	iNOS-S100A8/A9 complex
GO:1990658	5	transnitrosylase complex
GO:1990659	6	sequestering of manganese ion
GO:1990660	3	calprotectin complex
GO:1990661	3	S100A8 complex
GO:1990662	5	S100A9 complex
GO:1990663	7	dihydroorotate dehydrogenase (fumarate) activity
GO:1990664	5	Nkx-2.5 complex
GO:1990665	3	AnxA2-p11 complex
GO:1990666	3	PCSK9-LDLR complex
GO:1990667	3	PCSK9-AnxA2 complex
GO:1990668	9	vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane
GO:1990669	10	endoplasmic reticulum-Golgi intermediate compartment (ERGIC) derived vesicle fusion with endoplasmic reticulum membrane
GO:1990670	9	vesicle fusion with Golgi cis cisterna membrane
GO:1990671	10	vesicle fusion with Golgi medial cisterna membrane
GO:1990672	10	medial-Golgi-derived vesicle fusion with Golgi trans cisterna membrane
GO:1990673	5	intrinsic component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane
GO:1990674	8	Golgi cis cisterna membrane
GO:1990675	8	Golgi medial cisterna membrane
GO:1990676	8	Golgi trans cisterna membrane
GO:1990677	5	mitochondrial inner membrane assembly complex
GO:1990678	12	histone H4-K16 deacetylation
GO:1990679	12	histone H4-K12 deacetylation
GO:1990680	8	response to melanocyte-stimulating hormone
GO:1990682	3	CSF1-CSF1R complex
GO:1990683	7	DNA double-strand break attachment to nuclear envelope
GO:1990684	3	protein-lipid-RNA complex
GO:1990685	4	HDL-containing protein-lipid-RNA complex
GO:1990686	4	LDL-containing protein-lipid-RNA complex
GO:1990687	10	endoplasmic reticulum-derived vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane
GO:1990688	10	Golgi vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane
GO:1990689	10	endoplasmic reticulum-Golgi intermediate compartment (ERGIC) derived vesicle fusion with Golgi cis cisterna membrane
GO:1990690	10	Golgi medial cisterna-derived vesicle fusion with Golgi cis cisterna membrane
GO:1990691	10	cis-Golgi-derived vesicle fusion with Golgi medial cisterna membrane
GO:1990692	10	trans-Golgi-derived vesicle fusion with Golgi medial cisterna membrane
GO:1990693	6	intrinsic component of Golgi cis cisterna membrane
GO:1990694	6	intrinsic component of Golgi medial cisterna membrane
GO:1990695	6	intrinsic component of Golgi trans cisterna membrane
GO:1990696	3	USH2 complex
GO:1990697	9	protein depalmitoleylation
GO:1990698	6	palmitoleoyltransferase activity
GO:1990699	6	palmitoleyl hydrolase activity
GO:1990700	5	nucleolar chromatin organization
GO:1990701	6	integral component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane
GO:1990702	7	integral component of Golgi cis cisterna membrane
GO:1990703	7	integral component of Golgi medial cisterna membrane
GO:1990704	7	integral component of Golgi trans cisterna membrane
GO:1990705	5	cholangiocyte proliferation
GO:1990706	3	MAD1 complex
GO:1990707	6	nuclear subtelomeric heterochromatin
GO:1990708	9	conditioned place preference
GO:1990709	5	presynaptic active zone organization
GO:1990710	5	MutS complex
GO:1990711	5	beta-catenin-ICAT complex
GO:1990712	6	HFE-transferrin receptor complex
GO:1990713	3	survivin complex
GO:1990714	7	hydroxyproline O-galactosyltransferase activity
GO:1990715	7	mRNA CDS binding
GO:1990716	3	axonemal central apparatus
GO:1990717	3	axonemal central bridge
GO:1990718	3	axonemal central pair projection
GO:1990719	10	C1 axonemal microtubule
GO:1990720	10	C2 axonemal microtubule
GO:1990722	8	DAPK1-calmodulin complex
GO:1990723	4	cytoplasmic periphery of the nuclear pore complex
GO:1990724	5	galectin complex
GO:1990725	4	cord factor receptor activity
GO:1990726	4	Lsm1-7-Pat1 complex
GO:1990727	3	tubulin folding cofactor complex
GO:1990728	3	mitotic spindle assembly checkpoint MAD1-MAD2 complex
GO:1990729	11	primary miRNA modification
GO:1990730	3	VCP-NSFL1C complex
GO:1990731	8	UV-damage excision repair, DNA incision
GO:1990732	6	pyrenoid
GO:1990733	3	titin-telethonin complex
GO:1990734	11	astral microtubule anchoring at mitotic spindle pole body
GO:1990735	12	gamma-tubulin complex localization to mitotic spindle pole body
GO:1990736	6	regulation of vascular associated smooth muscle cell membrane depolarization
GO:1990737	8	response to manganese-induced endoplasmic reticulum stress
GO:1990738	7	pseudouridine 5'-phosphatase activity
GO:1990739	5	granulosa cell proliferation
GO:1990742	7	microvesicle
GO:1990743	8	protein sialylation
GO:1990744	12	primary miRNA methylation
GO:1990745	3	EARP complex
GO:1990747	10	pancreatic trypsinogen secretion
GO:1990748	3	cellular detoxification
GO:1990749	5	polynucleotide adenylyltransferase activator activity
GO:1990751	8	Schwann cell chemotaxis
GO:1990752	3	microtubule end
GO:1990753	6	equatorial cell cortex
GO:1990755	10	mitotic spindle microtubule depolymerization
GO:1990756	5	ubiquitin ligase-substrate adaptor activity
GO:1990757	6	ubiquitin ligase activator activity
GO:1990758	6	mitotic sister chromatid biorientation
GO:1990760	8	osmolarity-sensing cation channel activity
GO:1990761	6	growth cone lamellipodium
GO:1990762	12	cytoplasmic alanyl-tRNA aminoacylation
GO:1990763	4	arrestin family protein binding
GO:1990764	6	myofibroblast contraction
GO:1990765	7	colon smooth muscle contraction
GO:1990767	10	prostaglandin receptor internalization
GO:1990768	6	gastric mucosal blood circulation
GO:1990769	6	proximal neuron projection
GO:1990770	7	small intestine smooth muscle contraction
GO:1990771	9	clathrin-dependent extracellular exosome endocytosis
GO:1990772	10	substance P secretion
GO:1990773	10	matrix metallopeptidase secretion
GO:1990774	11	tumor necrosis factor secretion
GO:1990775	7	endothelin production
GO:1990776	8	response to angiotensin
GO:1990777	4	lipoprotein particle
GO:1990778	6	protein localization to cell periphery
GO:1990779	6	glycoprotein Ib-IX-V complex
GO:1990780	6	cytoplasmic side of dendritic spine plasma membrane
GO:1990781	5	response to immobilization stress combined with electrical stimulus
GO:1990782	7	protein tyrosine kinase binding
GO:1990783	3	periphagosomal region of cytoplasm
GO:1990784	6	response to dsDNA
GO:1990785	5	response to water-immersion restraint stress
GO:1990786	7	cellular response to dsDNA
GO:1990787	12	negative regulation of hh target transcription factor activity
GO:1990788	3	GLI-SUFU complex
GO:1990789	5	thyroid gland epithelial cell proliferation
GO:1990790	6	response to glial cell derived neurotrophic factor
GO:1990791	6	dorsal root ganglion development
GO:1990792	7	cellular response to glial cell derived neurotrophic factor
GO:1990793	11	substance P secretion, neurotransmission
GO:1990794	3	basolateral part of cell
GO:1990795	5	rod bipolar cell terminal bouton
GO:1990796	5	photoreceptor cell terminal bouton
GO:1990798	6	pancreas regeneration
GO:1990799	12	mitochondrial tRNA wobble position uridine thiolation
GO:1990805	3	central cylinder
GO:1990806	6	ligand-gated ion channel signaling pathway
GO:1990808	5	F-bar domain binding
GO:1990809	8	endoplasmic reticulum tubular network membrane organization
GO:1990810	11	microtubule anchoring at mitotic spindle pole body
GO:1990811	3	MWP complex
GO:1990812	7	growth cone filopodium
GO:1990813	7	meiotic centromeric cohesion protection
GO:1990814	6	DNA/DNA annealing activity
GO:1990816	4	vacuole-mitochondrion membrane contact site
GO:1990817	8	RNA adenylyltransferase activity
GO:1990818	12	L-arginine transmembrane export from vacuole
GO:1990819	3	actin fusion focus
GO:1990820	7	response to mitotic DNA integrity checkpoint signaling
GO:1990822	11	basic amino acid transmembrane transport
GO:1990823	6	response to leukemia inhibitory factor
GO:1990825	7	sequence-specific mRNA binding
GO:1990826	3	nucleoplasmic periphery of the nuclear pore complex
GO:1990827	5	deaminase binding
GO:1990828	5	hepatocyte dedifferentiation
GO:1990829	7	C-rich single-stranded DNA binding
GO:1990830	7	cellular response to leukemia inhibitory factor
GO:1990831	8	cellular response to carcinoembryonic antigen
GO:1990832	9	slow axonal transport
GO:1990833	9	clathrin-uncoating ATPase activity
GO:1990834	4	response to odorant
GO:1990836	3	lysosomal matrix
GO:1990837	7	sequence-specific double-stranded DNA binding
GO:1990838	10	poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends
GO:1990839	8	response to endothelin
GO:1990840	4	response to lectin
GO:1990841	4	promoter-specific chromatin binding
GO:1990843	7	subsarcolemmal mitochondrion
GO:1990844	7	interfibrillar mitochondrion
GO:1990845	3	adaptive thermogenesis
GO:1990846	5	ribonucleoside-diphosphate reductase inhibitor activity
GO:1990847	11	peptide pheromone transmembrane export involved in positive regulation of conjugation with cellular fusion
GO:1990849	7	maintenance of vacuolar location
GO:1990850	5	H-gal-GP complex
GO:1990851	5	Wnt-Frizzled-LRP5/6 complex
GO:1990852	12	protein transport along microtubule to spindle pole body
GO:1990853	11	histone H2A SQE motif phosphorylation
GO:1990854	8	vacuole-ER tethering
GO:1990856	7	methionyl-initiator methionine tRNA binding
GO:1990858	5	cellular response to lectin
GO:1990859	9	cellular response to endothelin
GO:1990860	9	Pho85-Pho80 CDK-cyclin complex
GO:1990861	3	Ubp3-Bre5 deubiquitination complex
GO:1990862	4	nuclear membrane complex Bqt3-Bqt4
GO:1990863	5	acinar cell proliferation
GO:1990864	6	response to growth hormone-releasing hormone
GO:1990867	8	response to gastrin
GO:1990868	6	response to chemokine
GO:1990869	7	cellular response to chemokine
GO:1990871	3	Vma12-Vma22 assembly complex
GO:1990873	5	intrinsic component of plasma membrane of cell tip
GO:1990874	6	vascular associated smooth muscle cell proliferation
GO:1990875	3	nucleoplasmic side of nuclear pore
GO:1990876	3	cytoplasmic side of nuclear pore
GO:1990877	5	Lst4-Lst7 complex
GO:1990878	9	cellular response to gastrin
GO:1990879	6	CST complex
GO:1990880	5	cellular detoxification of copper ion
GO:1990882	12	rRNA acetylation
GO:1990883	8	rRNA cytidine N-acetyltransferase activity
GO:1990884	9	RNA acetylation
GO:1990887	7	2-polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol O-methyltransferase activity
GO:1990888	7	2-polyprenyl-6-hydroxyphenol O-methyltransferase activity
GO:1990889	7	H4K20me3 modified histone binding
GO:1990890	5	netrin receptor binding
GO:1990891	5	mitotic sister chromatid arm separation
GO:1990892	11	mitotic chromosome arm condensation
GO:1990893	11	mitotic chromosome centromere condensation
GO:1990895	9	regulation of protein localization to cell cortex of cell tip
GO:1990896	8	protein localization to cell cortex of cell tip
GO:1990898	6	meiotic DNA double-strand break clipping
GO:1990899	6	meiotic DNA double-strand break resectioning
GO:1990900	3	ciliary pocket collar
GO:1990901	4	old cell pole
GO:1990902	4	new cell pole
GO:1990904	3	ribonucleoprotein complex
GO:1990905	5	dinoflagellate peduncle
GO:1990906	6	accessory outer segment
GO:1990907	5	beta-catenin-TCF complex
GO:1990909	3	Wnt signalosome
GO:1990910	7	response to hypobaric hypoxia
GO:1990911	4	response to psychosocial stress
GO:1990913	5	sperm head plasma membrane
GO:1990914	7	integral component of periplasmic side of plasma membrane
GO:1990915	4	structural constituent of ascospore wall
GO:1990916	3	Isp3 layer of spore wall
GO:1990917	4	ooplasm
GO:1990918	10	double-strand break repair involved in meiotic recombination
GO:1990919	6	proteasome-nuclear membrane anchor activity
GO:1990920	9	proteasome localization to nuclear periphery
GO:1990922	5	hepatic stellate cell proliferation
GO:1990923	3	PET complex
GO:1990926	9	short-term synaptic potentiation
GO:1990927	10	calcium ion regulated lysosome exocytosis
GO:1990928	7	response to amino acid starvation
GO:1990929	5	sulfoquinovosidase activity
GO:1990930	5	RNA N1-methyladenosine dioxygenase activity
GO:1990931	5	RNA N6-methyladenosine dioxygenase activity
GO:1990932	7	5.8S rRNA binding
GO:1990933	7	microtubule cytoskeleton attachment to nuclear envelope
GO:1990934	6	nucleolus-like body
GO:1990935	4	splicing factor binding
GO:1990936	6	vascular associated smooth muscle cell dedifferentiation
GO:1990937	10	xylan acetylation
GO:1990938	11	peptidyl-aspartic acid autophosphorylation
GO:1990939	10	ATP-dependent microtubule motor activity
GO:1990941	10	mitotic spindle kinetochore microtubule
GO:1990942	7	mitotic metaphase chromosome recapture
GO:1990943	9	mating type region replication fork barrier binding
GO:1990946	6	meiosis I/meiosis II transition
GO:1990947	6	exit from meiosis
GO:1990948	6	ubiquitin ligase inhibitor activity
GO:1990949	11	metaphase/anaphase transition of meiosis I
GO:1990950	11	metaphase/anaphase transition of meiosis II
GO:1990953	11	intramanchette transport
GO:1990955	7	G-rich single-stranded DNA binding
GO:1990956	7	fibroblast chemotaxis
GO:1990957	3	NPHP complex
GO:1990959	7	eosinophil homeostasis
GO:1990960	7	basophil homeostasis
GO:1990961	7	xenobiotic detoxification by transmembrane export across the plasma membrane
GO:1990962	8	xenobiotic transport across blood-brain barrier
GO:1990963	5	establishment of blood-retinal barrier
GO:1990964	3	actin cytoskeleton-regulatory complex
GO:1990965	6	cytosylglucuronate decarboxylase activity
GO:1990966	5	ATP generation from poly-ADP-D-ribose
GO:1990968	8	modulation by host of RNA binding by virus
GO:1990969	10	modulation by host of viral RNA-binding transcription factor activity
GO:1990970	7	trans-activation response element binding
GO:1990971	5	EMILIN complex
GO:1990972	5	multimerin complex
GO:1990973	6	transmembrane actin-associated (TAN) line
GO:1990974	7	actin-dependent nuclear migration
GO:1990976	12	protein transport along microtubule to mitotic spindle pole body
GO:1990983	12	tRNA demethylation
GO:1990984	5	tRNA demethylase activity
GO:1990986	8	DNA recombinase disassembly
GO:2000001	8	regulation of DNA damage checkpoint
GO:2000002	9	negative regulation of DNA damage checkpoint
GO:2000003	9	positive regulation of DNA damage checkpoint
GO:2000004	8	regulation of metanephric S-shaped body morphogenesis
GO:2000005	9	negative regulation of metanephric S-shaped body morphogenesis
GO:2000006	8	regulation of metanephric comma-shaped body morphogenesis
GO:2000007	9	negative regulation of metanephric comma-shaped body morphogenesis
GO:2000008	7	regulation of protein localization to cell surface
GO:2000009	8	negative regulation of protein localization to cell surface
GO:2000010	8	positive regulation of protein localization to cell surface
GO:2000011	6	regulation of adaxial/abaxial pattern formation
GO:2000012	6	regulation of auxin polar transport
GO:2000013	11	regulation of arginine biosynthetic process via ornithine
GO:2000014	8	regulation of endosperm development
GO:2000015	6	regulation of determination of dorsal identity
GO:2000016	7	negative regulation of determination of dorsal identity
GO:2000017	7	positive regulation of determination of dorsal identity
GO:2000018	7	regulation of male gonad development
GO:2000019	8	negative regulation of male gonad development
GO:2000020	8	positive regulation of male gonad development
GO:2000022	7	regulation of jasmonic acid mediated signaling pathway
