Tm24_Anova_bis_med	T0_Anova_bis_med	T6_Anova_bis_med	T12_Anova_bis_med	T18_Anova_bis_med	T24_Anova_bis_med	T30_Anova_bis_med	T42_Anova_bis_med	T54_Anova_bis_med	T96_Anova_bis_med
Pa_1_3850	0.06	0.03	-0.11	0.03	0.09	0.12	-0.03	-0.59	-0.65	-0.47
Pa_1_3860	-0.7	-0.54	-0.54	0.07	0.19	0.38	0.24	-0.07	-0.33	0.29
Pa_1_3870	-0.01	0.08	-0.25	0.01	-0.04	0.09	0.35	0.28	-0.09	-0.61
Pa_1_3880	0	-0.27	-0.07	-0.13	0	0.13	0.49	0.55	0.25	-0.18
Pa_1_3890	0.37	-0.29	0.02	-0.02	-0.13	0.63	0.41	0.25	-0.11	-0.3
Pa_1_390	-0.04	1.14	1.08	0.78	0.36	0.04	-0.54	-1.23	-1.84	-4.53
Pa_1_3900	0.15	-0.13	-0.12	-0.27	-0.42	-0.24	0.12	0.33	0.61	1.2
Pa_1_3910	-0.05	0.05	-0.15	-0.08	-0.13	-0.12	0.18	0.25	0.85	0.54
Pa_1_3920	-1.01	-0.17	0.64	-0.03	-0.06	-0.17	0.37	0.19	0.03	0.14
Pa_1_3930	-0.35	-0.34	-0.16	-0.06	0.06	0.06	0.28	0.14	-0.08	0.37
Pa_1_3940	-0.32	-0.27	-0.36	-0.01	0.01	-0.23	0.2	0.39	0.45	0.34
Pa_1_3950	-0.46	-0.45	-0.03	0.11	-0.18	-0.48	0.03	0.14	0.27	0.03
Pa_1_3960	-0.03	-0.34	-0.26	-0.14	-0.08	0.03	0.38	0.3	0.82	1.33
Pa_1_3970	0.05	-0.62	-0.37	-0.24	-0.2	0.27	0.53	0.42	0.15	-0.05
Pa_1_3980	-0.31	0	-0.27	0	0.07	-0.11	0.26	0.6	0.35	-0.2
Pa_1_3985	0.07	-0.04	-0.1	0.06	-0.1	0.01	0.03	-0.01	-0.13	0.19
Pa_1_3990	0.18	-0.06	-0.1	-0.01	-0.1	-0.05	0.17	0.01	0.01	0.4
Pa_1_40	0.19	0.27	0.13	0.2	0.1	-0.1	-0.12	-0.37	-0.59	-0.77
Pa_1_400	0.83	0.57	0.46	0.54	0.07	-0.33	-0.65	-1.11	-1.09	-0.07
Pa_1_4000	0.45	0.12	-0.03	0.09	0.05	-0.07	-0.13	-0.3	-0.33	0.03
Pa_1_4010	0.04	-0.14	0.16	0.12	-0.04	0.53	0.31	-0.08	-0.45	-0.64
Pa_1_4020	-0.28	-0.35	1.67	1.67	1.37	0.47	0.22	-0.22	-0.38	-0.55
Pa_1_4030	-0.31	0.24	-0.06	-0.02	0.02	-0.15	-0.03	0.31	0.84	0.5
Pa_1_4040	0.29	-0.12	0.02	0.01	-0.2	-0.01	0.04	0.05	-0.07	-0.35
Pa_1_4050	0.48	0.48	0.46	0.16	0.11	-0.11	-0.25	-0.57	-0.58	-0.96
Pa_1_4060	-1.16	-0.62	-0.82	-0.56	-0.18	0.18	0.88	1.25	0.97	0.87
Pa_1_4070	0.46	0.02	0.16	0	0	-0.08	-0.01	-0.11	-0.08	0.17
Pa_1_4080	-0.38	0.11	0.57	0.55	0.6	0.34	-0.11	-0.99	-1.12	-0.2
Pa_1_4090	-0.37	-0.19	-0.02	-0.21	0.02	0.11	0.36	0.42	0.27	-0.13
Pa_1_410	-0.58	0.98	1.39	1.7	1.31	0.44	-0.44	-1.8	-1.59	-1.42
Pa_1_4100	0.27	0.11	-0.09	0.01	0.01	-0.06	0.12	-0.01	-0.3	-0.16
Pa_1_4110	0.1	0.48	-0.2	-0.1	0.16	0.13	0.26	-0.23	-0.15	-0.16
Pa_1_4120	-0.04	0.47	0.32	0.28	0.01	-0.07	-0.17	0.08	-0.01	-0.59
Pa_1_4130	-0.16	-0.01	-0.05	0.17	0	0	0.02	0.33	0.02	-0.87
Pa_1_4140	0.66	0.35	0.12	0.02	-0.13	-0.05	-0.19	-0.14	0.18	-0.02
Pa_1_4150	0.12	0.38	-0.27	-0.28	-0.19	-0.09	0.01	-0.01	0.03	0.16
Pa_1_4160	-0.68	-0.61	-0.42	-0.05	0.05	0.16	0.65	0.67	0.3	-0.36
Pa_1_4170	-0.05	0	0.46	0.31	0.25	0.27	0	-0.45	-0.6	-0.33
Pa_1_4180	-0.02	0.12	0.07	0.11	0.04	-0.12	-0.08	0.02	-0.22	-0.12
Pa_1_4190	-0.23	0.64	1.09	0.81	0.13	-0.13	-0.69	-1.17	-1.33	1.63
Pa_1_420	0.42	0.09	-0.08	-0.1	-0.22	0.06	0.12	0.27	-0.06	-0.92
Pa_1_4200	0.1	0.12	-0.1	-0.33	-0.2	-0.24	-0.14	0.27	0.15	0.32
Pa_1_4220	0.13	-0.07	-0.2	-0.26	-0.17	-0.07	0.07	0.38	0.39	0.26
Pa_1_4230	0.01	0.44	0.02	-0.01	0.35	0.08	-0.2	-0.39	-0.65	-0.19
Pa_1_4240	0.63	0.04	-0.04	-0.42	-0.32	-0.29	-0.45	0.5	0.52	0.19
Pa_1_4250	-0.19	0.06	0	-0.14	0	-0.16	-0.15	0.02	0.02	0.11
Pa_1_4260	0	0.15	0.15	-0.08	0	0.07	-0.01	0.06	-0.14	-0.34
Pa_1_4270	-0.25	-0.62	-0.89	-0.21	-0.14	0.14	0.42	0.46	1.44	0.48
Pa_1_4280	0.15	0.01	-0.02	-0.01	0.02	0.32	0.39	-0.11	-0.99	-2.04
Pa_1_4290	0.03	-0.28	-0.34	0	-0.14	0	0.47	0.49	0.14	-0.38
Pa_1_430	-1.28	-0.55	0.58	0.25	-0.16	0.26	0.11	0.41	-0.11	-1.28
Pa_1_4300	-0.04	-0.57	-0.15	-0.31	-0.31	0.17	0.25	0.04	0.17	0.13
Pa_1_4310	-1.83	-1.93	-1.85	-1.7	-0.07	0.07	0.53	1.89	3.2	2.53
Pa_1_4320	0.05	0.03	-0.02	0	-0.09	-0.04	0.3	0.45	0	-0.81
Pa_1_4330	0.24	0.38	1.16	1.15	0.42	-0.24	-1	-1.16	-1.19	-1.31
Pa_1_4340	0.54	-0.19	0.8	0.05	-0.05	-0.4	-0.27	-0.23	0.55	2.48
Pa_1_4350	-0.22	0.39	0.29	0.49	0.18	0.03	-0.03	-0.1	-0.17	-0.37
Pa_1_4360	-0.37	-0.93	0.26	0.72	0.27	0.26	0.25	-0.25	-0.84	-1.24
Pa_1_4370	-0.09	-0.26	-0.48	-0.28	-0.02	0.02	0.85	1.03	0.76	0.42
Pa_1_4380	0.84	0.17	0.24	-0.28	-0.16	-0.23	-0.23	0.42	0.1	-0.1
Pa_1_4390	1.01	0.35	0.37	0.48	0.13	-0.13	-0.17	-0.54	-0.76	-1.16
Pa_1_440	-1.52	-1.3	0.52	0	-0.29	0	0.88	0.99	0.09	-2.18
Pa_1_4400	-1.24	-1.84	1.33	1.46	0.59	-0.39	0.39	0.53	-0.4	-2.65
Pa_1_4410	0.11	-0.19	-0.02	0.17	0.01	-0.28	-0.16	-0.01	0.31	0.6
Pa_1_4420	0	0.21	-0.31	-0.08	-0.26	-0.05	0	0.35	0.35	0.94
Pa_1_4430	-0.02	0.1	0.01	-0.01	-0.04	-0.02	-0.06	0.19	0.24	0.44
Pa_1_4440	0.1	-0.32	-0.02	0	-0.11	0	0.22	0.47	0.11	-0.18
Pa_1_4450	0.21	-0.02	0.02	0.14	0.28	-0.27	-0.25	-0.18	-0.22	0.7
Pa_1_4460	-0.08	-0.34	0.07	0.23	0.14	0.02	0.12	-0.21	-0.02	-0.23
Pa_1_4470	0.27	-0.5	-0.23	-0.31	-0.12	0.33	0.68	0.52	0.12	-0.73
Pa_1_4480	-1.21	-0.71	-0.07	0.04	0.13	-0.04	0.51	0.81	0.16	-0.79
Pa_1_4490	-0.04	-0.14	-0.04	0.01	-0.01	0.21	0.49	0.82	0.22	-0.58
Pa_1_45	0.02	0.41	0.15	-0.02	-0.1	-0.33	-0.55	-0.31	0.13	0.75
Pa_1_450	-1.41	-1.12	-1.19	-0.64	-0.11	0.11	0.27	0.4	1.36	1.83
Pa_1_4500	-0.06	0.01	0.04	-0.34	-0.22	-0.01	0.16	0.06	0.01	-0.27
Pa_1_4510	0.3	-0.05	-0.13	-0.09	0.04	-0.01	0.43	0.37	0.01	-0.32
Pa_1_4520	-0.14	-0.18	1.5	1.58	1.01	0.08	-0.08	-0.24	0.05	-0.05
Pa_1_4530	0.08	-0.18	-0.01	-0.04	-0.16	0.01	0.16	0.27	0.21	-0.06
Pa_1_4540	0.21	-0.05	-0.03	-0.12	0	0	0.46	0.53	0.35	-0.06
Pa_1_4550	0.06	-0.92	-0.81	-0.15	-0.06	0.28	1.02	1.05	0.49	-0.58
Pa_1_4560	-1.04	-1.85	1.3	2.96	2.21	0.89	0.11	-0.11	-0.2	-0.47
Pa_1_4570	-0.17	-0.16	-0.06	0.46	0.31	0.06	0.33	0.25	-0.08	-0.43
Pa_1_4580	0.23	0.05	-0.02	0.05	0	-0.15	0	0.04	-0.16	-0.34
Pa_1_4590	-0.19	-1.41	-1.26	-0.53	-0.44	0.19	0.97	0.87	1.42	0.74
Pa_1_460	0.76	-0.25	0.32	-0.22	-0.16	0.22	-0.06	0.12	0.06	-0.16
Pa_1_4600	-0.62	-0.45	-0.06	-0.35	0.09	0.06	0.55	0.31	0.21	-0.09
Pa_1_4610	0.18	0	0	-0.07	-0.31	-0.1	-0.02	0.02	0.68	0.27
Pa_1_4620	0.08	0.05	0.25	-0.05	-0.08	-0.24	-0.15	-0.2	0.32	0.85
Pa_1_4630	0.55	-0.3	0.03	-0.64	-0.37	-0.03	0.1	0.33	0.2	-0.03
Pa_1_4640	0.24	-0.53	-0.03	-0.41	-0.45	-0.38	0.03	0.07	0.4	0.28
Pa_1_4650	-0.05	-0.46	-0.57	-0.35	-0.28	0.05	0.53	0.66	0.67	0.45
Pa_1_4660	0.59	-0.18	0.35	-0.25	-0.05	-0.07	0.05	0.53	0.33	-0.12
Pa_1_4670	0.46	-0.03	-0.08	-0.02	-0.14	0.02	0.37	0.27	0.18	-0.34
Pa_1_4680	0.44	0.15	-0.05	-0.37	-0.4	0.21	0.06	0.05	-0.45	-0.67
Pa_1_4690	0.14	0.04	-0.37	-1.23	-0.61	-0.44	0.35	1.19	0.85	-0.04
Pa_1_470	0.28	-0.11	-0.54	-0.38	-0.11	0.09	-0.09	0.36	0.68	1.46
Pa_1_4700	0.04	0.34	-0.04	-0.01	0.35	0.09	-0.26	0.01	-0.33	-0.35
Pa_1_4710	0.12	0.48	0.22	-0.07	0.35	-0.04	-0.05	0.04	-0.55	-1.91
Pa_1_4720	0.37	0.4	-0.07	0.07	-0.02	0	0	0.07	-0.03	-0.44
Pa_1_4730	-0.7	-0.33	-0.65	0.12	0.13	-0.12	-0.33	0.25	1.16	1.28
Pa_1_4740	-0.52	-0.13	-0.75	-0.77	-0.31	0.13	0.31	1.92	3.77	3.6
Pa_1_4750	-0.14	-0.36	0.5	-0.08	0.05	0.22	0.35	0.28	-0.05	-0.96
Pa_1_4760	-0.02	-0.43	-0.29	-0.19	-0.1	0.12	0.22	0.02	0.04	0.2
Pa_1_4770	-0.47	-0.19	0.28	0.24	0.35	0.15	0.09	-0.09	-0.67	-1.56
Pa_1_4780	0.95	-0.69	-0.41	0	0.79	0.57	0.28	0	-0.65	-2.44
Pa_1_4790	0.05	0.5	0.25	0.47	-0.04	0.04	-0.58	-0.91	-0.97	-0.35
Pa_1_480	0.07	-0.31	0.25	-0.02	0.41	-0.02	0.25	-0.34	-0.05	0.02
Pa_1_4800	-0.29	0.11	-0.26	0.05	-0.05	0.06	0.07	0.11	-0.44	-1.75
Pa_1_4810	-0.51	-0.09	-0.03	-0.02	0.27	0.41	0.68	0.65	0.02	-1.08
Pa_1_4820	-1.61	0.09	-0.3	-0.54	-0.31	-0.09	0.65	2.22	2.93	2.27
Pa_1_4830	-0.02	-0.42	0.4	0.16	-0.13	-0.02	0.23	0.24	0.02	-0.25
Pa_1_4840	-0.31	0.15	1.13	0.71	0.67	0.55	-0.15	-0.71	-0.98	-1.18
Pa_1_4850	0.2	0.01	0.43	0.03	-0.02	0.07	-0.16	-0.3	-0.3	-0.01
Pa_1_4860	1.23	0.99	0.69	0.32	0.14	-0.14	-1.07	-1.6	-1.75	-1.19
Pa_1_4870	1.58	0.94	0.44	-0.04	0.07	0.04	-0.27	-0.23	-0.27	-0.55
Pa_1_4880	0.27	0.06	0.78	0.65	0.08	-0.06	-0.41	-0.95	-1.03	-1.48
Pa_1_4890	-0.4	-0.1	-0.36	-0.47	0.16	0.11	0.1	0.2	-0.02	0.02
Pa_1_4900	0	0.37	-0.32	-0.37	0.07	-0.18	0	0.25	0.01	-0.08
Pa_1_4910	0.39	-0.06	0.06	-0.31	-0.45	-0.17	-0.21	0.17	2.28	1.73
Pa_1_4920	-0.05	-0.19	-0.16	-0.11	0.05	-0.05	0.18	0.13	0.05	0.14
Pa_1_493	-0.7	-0.27	-0.73	0.02	0.75	0.19	0.22	0.28	-0.02	-0.24
Pa_1_4930	0.04	-0.23	-0.06	-0.13	-0.15	0	0.31	0.5	0.39	0
Pa_1_4935	0.51	0.31	-0.11	-0.14	0.21	0.11	-0.37	-0.28	0.13	-0.24
Pa_1_4940	0.89	0.77	0.35	0.14	0.18	-0.14	-0.4	-0.67	-0.99	-1.57
Pa_1_495	-0.77	-1.1	-0.8	0.06	0.77	0.54	-0.04	0.04	-0.24	1.12
Pa_1_4950	0.18	-0.05	0.26	-0.01	-0.09	0.01	0.19	-0.24	-0.33	0.09
Pa_1_4960	0.95	0.53	0.13	-0.2	-0.05	-0.09	0.05	0.29	-0.06	-0.51
Pa_1_4970	0.15	0.11	0.23	-0.14	-0.57	-0.46	-0.39	1.1	1.43	-0.11
Pa_1_4980	-0.15	-0.1	0.03	-0.03	0.14	-0.08	0.09	0.11	0.22	-0.03
Pa_1_4990	-2.65	-2.11	1	0.56	-0.56	-1.33	-0.68	1.45	3.61	2.83
Pa_1_50	1.76	0.97	0.37	0.19	-0.07	-0.22	-0.5	-0.48	0.07	-0.7
Pa_1_500	0.62	0.65	0.52	0.11	-0.02	0.02	-0.3	-0.37	-0.6	-0.19
Pa_1_5000	-0.3	0.05	0.01	-0.02	-0.01	0.13	-0.22	0.07	-0.15	0.55
Pa_1_5005	-2.05	0.06	0.71	1.59	0.93	-0.06	-0.91	-0.78	0.62	-0.21
Pa_1_5010	0.08	0.07	-0.01	0.01	-0.04	0.07	-0.16	-0.24	-0.15	5.95
Pa_1_5015	-0.22	0.24	0.2	0.44	0.23	0.03	-0.03	-0.11	-0.49	-0.55
Pa_1_5020	0.17	0.09	0.08	0.38	0.25	-0.08	-0.18	-0.33	-0.37	-0.33
Pa_1_5023	-0.96	-0.33	6.12	4.64	3.42	1.99	0.33	-0.97	-1.22	-1.58
Pa_1_5027	0.02	0.15	0.06	-0.02	0.29	0.07	-0.19	-0.43	-0.15	-0.15
Pa_1_5030	-0.73	-0.51	-0.82	-0.37	0.31	0.29	0.02	0.38	0.56	-0.02
Pa_1_5070	-0.73	0.28	-0.25	0.28	0	0.32	-0.06	0.02	0	-0.24
Pa_1_5075	-0.38	0.23	0.16	-0.18	0.23	0.09	-0.2	-0.07	-0.18	0.07
Pa_1_5080	-2.35	-1.09	-1.48	-2.04	-0.87	0.87	1.9	2.49	6.44	5.14
Pa_1_5090	1.81	0.38	0.04	-0.04	-0.1	-0.61	-0.75	-0.11	1.82	0.97
Pa_1_510	0.65	0.54	0.45	0.25	0.04	-0.04	-0.19	-0.14	-0.25	-0.88
Pa_1_5100	2.18	1.02	0.62	-0.01	-0.18	-0.09	-0.19	-0.19	0.01	0.6
Pa_1_5110	0.35	-0.66	-0.11	-0.38	-0.22	0.22	0.32	-0.02	0.26	0.02
Pa_1_5120	1.11	0.22	-0.07	0.13	0.07	0.19	-0.22	-0.41	-0.28	-0.29
Pa_1_5130	-0.56	-0.83	0.3	-0.01	-0.17	-0.34	0.01	0.72	3.86	4.43
Pa_1_5140	0.01	0.52	-0.05	-0.14	-0.01	-0.1	-0.15	0.5	2.07	3.05
Pa_1_5150	-0.52	0.25	0.1	-0.28	0.7	0.13	-0.1	-0.28	-0.16	2.4
Pa_1_5160	0.35	0.39	0.68	0.19	0.04	-0.04	-0.36	-0.07	-0.04	-0.47
Pa_1_5170	0.08	0.3	0.34	0.16	0.01	-0.25	-0.25	-0.21	-0.33	-0.01
Pa_1_5180	0.16	0.38	0.37	-0.07	-0.2	-0.18	0.07	0.18	-0.22	-1.46
Pa_1_5190	1.31	1.16	0.63	0.31	0.11	-0.11	-0.63	-0.72	-0.91	-0.98
Pa_1_520	0.45	-0.04	0.66	0.42	0.29	0.04	-0.3	-0.59	-0.76	-0.63
Pa_1_5200	-1.22	-0.09	0.36	0.85	0.98	0.09	0.12	-0.59	-1.46	-2.18
Pa_1_5210	0.73	0.12	0.27	0.07	0.04	-0.13	-0.59	-0.57	-0.05	-0.04
Pa_1_5220	1.57	0.2	-0.7	-1.21	-1.06	-1.04	-0.2	1.73	1.97	0.27
Pa_1_5230	1.58	0.93	0.73	0.11	-0.12	-0.11	-1.06	-1.34	-0.36	0.29
Pa_1_5240	2.57	1.46	1.07	0.11	-0.01	0.01	-0.57	-0.64	-0.37	-0.09
Pa_1_5250	1.63	0.52	1.06	0.23	0.07	-0.07	-1.16	-1.92	-2.48	-2.44
Pa_1_5260	0.57	0.27	0.5	0.23	0.07	-0.07	-0.33	-0.49	-1.13	-2.65
Pa_1_5270	0.14	-0.8	-0.28	-0.14	-0.2	0.15	0.56	1.27	0.99	-0.78
Pa_1_5280	0.17	-0.24	-0.17	-0.07	-0.04	0.04	0.41	0.85	0.61	-0.1
Pa_1_5290	0	-0.4	0	-0.36	-0.38	0.02	0.75	1.13	1.07	-0.12
Pa_1_530	0.1	-0.1	1.01	0.66	0.64	0.35	-0.21	-1	-1.23	-1.33
Pa_1_5300	0.23	0.23	-0.08	0.08	-0.17	-0.09	-0.15	-0.09	0.53	0.49
Pa_1_5310	-2.05	-1.1	0.17	1.04	0.67	-0.17	-1.02	-1.48	1.02	1.27
Pa_1_5320	0.48	-0.08	0.03	-0.04	-0.25	-0.02	0.14	0.08	0.02	-0.33
Pa_1_5330	0.35	0.03	-0.06	-0.1	-0.19	-0.1	0.27	0.66	0.6	-0.03
Pa_1_5340	0.24	0.03	-0.2	-0.31	-0.41	-0.33	-0.03	1.12	1.22	0.4
Pa_1_5350	0	0.3	0	-0.24	-0.24	-0.23	-0.18	0.53	0.37	0.06
Pa_1_5360	0.06	-0.26	-0.2	0.33	-0.06	-0.53	-0.77	0.24	2.33	2.87
Pa_1_5370	1.39	0.92	0.96	0.48	0.03	-0.03	-0.83	-1.19	-0.65	-0.1
Pa_1_5380	-1.13	-0.31	1.02	0.69	0.35	0.31	-0.36	-1.28	-1.23	0.37
Pa_1_5390	-0.47	-0.1	0.46	0.14	0.41	0.13	0.1	-0.4	-0.54	-0.72
Pa_1_540	-0.7	-0.37	2.33	1.58	1.92	1.39	0.37	-1.45	-1.96	-1.56
Pa_1_5400	0.2	0.75	0.11	0.31	-0.09	0.09	-0.56	-0.95	-1.26	-0.75
Pa_1_5410	-0.05	0.45	0.02	0.06	-0.09	-0.26	-0.1	0.17	-0.02	1.33
Pa_1_5420	0.04	0.62	-0.04	0.25	-0.05	0.15	-0.12	-0.04	-0.23	1.25
Pa_1_5430	-0.49	0.43	-0.57	0.45	0.02	-0.02	0.07	-0.59	-0.5	1.71
Pa_1_5440	0.36	0.42	0.42	0.25	-0.11	-0.03	-0.62	-0.66	-0.85	0.03
Pa_1_5450	-0.51	0.87	0.27	0.22	0.14	-0.23	-0.59	-0.65	-0.14	2.02
Pa_1_5460	-0.38	0.17	-0.2	0.3	0.52	0.01	-0.01	-0.5	-0.42	0.72
Pa_1_5470	-0.47	0.79	-0.12	0.22	0.66	0.36	0.12	-0.88	-0.72	-0.31
Pa_1_5480	0.97	-0.85	0.46	0.71	-0.24	0.17	0.1	-0.1	-0.16	-1.86
Pa_1_5485	-0.29	-0.13	-0.25	-0.07	0.1	0.07	-0.09	0.91	2.2	2.84
Pa_1_5490	2.72	1.26	0.68	0.16	0.1	-0.1	-0.49	-0.49	-0.49	-0.15
Pa_1_55	1.09	0.03	-0.33	-0.15	-0.03	-0.12	-0.29	0.08	0.66	0.33
Pa_1_550	0.28	-0.06	-0.04	-0.02	-0.02	0.18	0.31	0.34	0.02	-0.47
Pa_1_5500	2.83	1.57	0.57	-0.18	-0.15	-0.01	0.01	-0.16	0.4	-0.13
Pa_1_5510	0.39	0.21	-0.02	-0.05	0.02	-0.12	-0.19	-0.09	0.07	0.62
Pa_1_5520	0.38	0.77	1.2	1.28	0.43	-0.38	-0.66	-1.91	-1.59	-0.91
Pa_1_5530	-0.53	0.05	-0.75	0.02	0.29	-0.23	-0.02	-0.21	0.32	1.35
Pa_1_5540	0.08	-0.09	-0.55	0.03	-0.16	-0.03	0.53	1.02	0.77	-0.44
Pa_1_5550	-0.44	0.01	-0.2	0.28	0.09	-0.01	0.04	0.07	-0.16	-0.28
Pa_1_5555	-0.05	0.31	0.2	-0.29	0.14	-0.03	0.03	-0.18	0.05	-0.13
Pa_1_5560	-0.32	0.28	0.12	0.25	0.3	-0.08	0.08	-0.3	-0.2	-0.66
Pa_1_5570	-0.34	-0.1	-0.17	-0.09	0.03	0.08	-0.03	0.37	0.55	0.3
Pa_1_5580	-0.39	-0.22	-0.47	-0.25	0.52	-0.1	0.1	1.96	4.39	3.88
Pa_1_5590	-0.19	0.28	0.07	0.17	0.21	0.25	-0.16	-0.09	-0.07	-0.16
Pa_1_560	0	0	-0.21	-0.06	-0.17	0.01	0.18	0.36	0.21	-0.06
Pa_1_5600	0.25	0	-0.15	-0.06	-0.04	0.02	0.21	0.22	0	-0.39
Pa_1_5610	-0.23	-0.82	-0.57	-0.57	-0.15	0.15	0.34	0.39	0.5	0.55
Pa_1_5615	-1.67	-1.5	-1.75	-0.39	0.21	0.31	-0.14	0.14	1.76	2.87
Pa_1_5620	-0.5	-0.05	-0.47	-0.54	-0.41	0.05	0.95	2.06	2.16	1.41
Pa_1_5630	-0.13	0.08	-0.08	0.23	-0.22	-0.19	0.2	-0.3	0.97	1.74
Pa_1_5640	0.6	0.44	0.22	-0.3	-0.49	-0.57	-1.02	-0.22	0.81	1.07
Pa_1_5650	-0.91	-0.36	-0.31	-0.23	-0.03	0.03	1.03	2.15	3.18	4.28
Pa_1_5655	0.81	0.73	0.67	-0.04	0.07	0.02	-0.23	-0.02	-0.15	-0.62
Pa_1_5660	1.82	1.67	1.09	-0.05	-0.19	-0.21	-0.27	-0.12	0.05	0.51
Pa_1_5670	0.53	-0.45	-0.14	-0.61	-0.21	-0.13	0.16	0.54	0.27	0.13
Pa_1_5680	-0.01	-0.11	-0.38	0.02	0.15	0.06	-0.04	0.01	-0.08	1.08
Pa_1_5690	-0.35	-0.69	-0.77	-0.29	-0.13	0.13	0.47	0.29	0.21	0.37
Pa_1_570	0.44	0.7	0.36	0.3	-0.12	0.12	-0.22	-0.32	-0.42	-0.34
Pa_1_5700	-2.32	-0.53	-0.73	0.11	-0.02	0.2	0.07	0.02	-0.17	0.4
Pa_1_5710	0.66	0.28	-0.08	0.01	0.14	0.06	-0.01	-0.03	-0.06	-0.04
Pa_1_5720	-1.26	-0.95	-1.39	-0.66	-0.24	0.24	0.83	3.39	5.02	4.1
Pa_1_5740	3.87	1.34	-0.15	-0.66	-1.26	-0.95	-0.71	0.15	0.86	0.49
Pa_1_5750	0.02	-0.02	-0.08	-0.39	-0.03	-0.27	0.06	0.56	0.4	0.02
Pa_1_5760	0.02	-0.17	-0.11	-0.03	-0.02	-0.05	0.1	0.22	0.31	0.6
Pa_1_5765	-1.79	-0.61	-0.84	-0.62	-0.23	0.23	1.31	2.79	3.21	2.96
Pa_1_5770	-0.75	-0.39	-0.34	-0.21	0.09	0.1	0.46	0.83	0.45	-0.09
Pa_1_5780	0.49	0.26	-0.02	-0.21	0	0	-0.15	0.05	-0.11	0.15
Pa_1_5790	-0.97	-0.53	0.07	-0.15	0.17	-0.14	0.05	0.5	-0.05	0.21
Pa_1_58	-0.12	-0.01	-0.24	0.38	0.5	0.13	0.15	-0.02	-0.15	0.01
Pa_1_580	-0.35	0.15	-0.07	0.02	-0.02	0.09	0.16	0.26	-0.15	-0.25
Pa_1_5800	-0.6	-0.57	0.4	0.08	-0.31	-0.28	-0.08	0.49	1.37	2.2
Pa_1_5810	0	-0.04	-0.19	0.13	0	-0.06	-0.05	0.31	0.69	0.54
Pa_1_5820	-0.15	-0.07	-0.1	0.22	-0.01	0.16	-0.08	0.01	0.07	0.82
Pa_1_5830	0	-0.12	-0.06	0	0.05	0	0.19	0.23	-0.08	0.07
Pa_1_5840	-0.16	0.04	-0.17	0.17	0.07	-0.04	0.12	-0.08	0.01	-0.01
Pa_1_5850	0.24	-0.02	-0.19	-0.05	-0.15	-0.19	0.02	0.09	0.02	0.58
Pa_1_5860	-0.08	0.08	0.26	0.19	0.1	0.08	-0.36	-0.37	-0.95	-0.84
Pa_1_5870	0.49	0.41	0.24	0.38	0.19	-0.2	-0.19	-0.66	-1.47	-2.78
Pa_1_5880	-0.53	0	-0.07	-0.08	0	-0.06	0.03	3.98	5.96	5.72
Pa_1_5890	0.06	0	-0.25	0	-0.07	-0.06	0.3	0.5	0.63	-0.18
Pa_1_590	0.32	-0.09	0.47	0.17	0.15	0.09	-0.78	-0.77	-1.24	-1.15
Pa_1_5900	-0.05	0.01	-0.26	-0.01	-0.09	-0.13	0.11	0.19	0.89	0.15
Pa_1_5910	0.17	0.01	0	0	-0.2	0	0.13	0.04	-0.19	-0.76
Pa_1_5915	0.01	0.13	0.12	0.15	0.22	-0.11	-0.01	-0.12	-0.06	-0.06
Pa_1_5920	-0.3	-0.42	-0.55	-0.23	0.02	-0.02	0.51	0.5	0.39	0.57
Pa_1_5930	0.63	0.45	0.02	0.27	0.04	-0.02	-0.85	-1.83	-2.09	-2.38
Pa_1_5940	-1.32	0.82	-0.76	-0.44	0.67	0.07	0.5	-0.2	-0.07	0.31
Pa_1_5950	0.66	0.2	-0.46	-0.33	-0.54	-0.43	-0.2	0.91	1.8	2.19
Pa_1_5960	-0.91	-1.24	-1.04	-0.06	0.06	0.33	0.51	0.67	-0.12	0.08
Pa_1_5970	-0.53	-0.45	-0.58	-0.21	0	0.24	0.21	0.41	0	5.49
Pa_1_5975	0.7	1.6	1.63	0.62	0.06	-0.06	-1.26	-2.13	-2.48	-1.91
Pa_1_5980	-0.01	0.01	0.56	0.49	-0.04	0.08	-0.14	0.07	-0.26	-0.39
Pa_1_5990	-0.72	-0.4	0.19	-0.1	-0.13	0.05	-0.05	0.21	0.74	1.26
Pa_1_60	-0.38	-0.09	0.19	0.51	0.69	0.25	0	-0.19	-0.25	0
Pa_1_600	0.97	-0.11	0.56	0.2	0.11	0.16	-0.8	-0.92	-1.26	-2.1
Pa_1_6000	-1.89	-0.7	-1.39	-1.78	-0.55	0.57	1.42	1.73	1.17	0.55
Pa_1_6010	0.05	0.35	-0.15	0.09	-0.05	-0.23	-0.5	-0.42	0.16	0.14
Pa_1_6013	-0.84	0.12	-0.18	-0.07	-0.02	-0.06	0.02	0.78	2.45	1.56
Pa_1_6014	-0.45	-0.53	0.04	1.29	0.54	-0.04	-0.16	-0.37	0.24	0.07
Pa_1_6015	-0.26	0.33	1.19	0.92	0.59	0.26	-0.44	-1.5	-2.01	-0.96
Pa_1_6020	-0.36	-0.01	0.01	-0.02	0.01	0.32	0.38	0.33	-0.04	-0.75
Pa_1_6030	-1.06	0.04	-0.06	-0.16	-0.22	-0.04	0.07	0.57	0.47	0.3
