Orthogroup	UP000001056_306901	UP000001805_367110	UP000001881_771870	UP000008984_431241	pa_allcds_prot_6_32
OG0000010	tr|Q2GM50|Q2GM50_CHAGB, tr|Q2GMP7|Q2GMP7_CHAGB, tr|Q2GVB2|Q2GVB2_CHAGB, tr|Q2GYP4|Q2GYP4_CHAGB, tr|Q2GZ63|Q2GZ63_CHAGB, tr|Q2H112|Q2H112_CHAGB, tr|Q2H394|Q2H394_CHAGB	tr|Q7RX63|Q7RX63_NEUCR, tr|Q7S8L8|Q7S8L8_NEUCR, tr|Q7SD42|Q7SD42_NEUCR	tr|F7VNN8|F7VNN8_SORMK, tr|F7VRI8|F7VRI8_SORMK, tr|F7W6J8|F7W6J8_SORMK, tr|F7WBG6|F7WBG6_SORMK, tr|F7WCK4|F7WCK4_SORMK	tr|G0R9S7|G0R9S7_HYPJQ, tr|G0RA37|G0RA37_HYPJQ, tr|G0RBT8|G0RBT8_HYPJQ, tr|G0RDU6|G0RDU6_HYPJQ, tr|G0RDW5|G0RDW5_HYPJQ, tr|G0RDW9|G0RDW9_HYPJQ, tr|G0REA3|G0REA3_HYPJQ, tr|G0REA6|G0REA6_HYPJQ, tr|G0RES3|G0RES3_HYPJQ, tr|G0RHC0|G0RHC0_HYPJQ, tr|G0RHK0|G0RHK0_HYPJQ, tr|G0RKI6|G0RKI6_HYPJQ, tr|G0RKK2|G0RKK2_HYPJQ, tr|G0RQS3|G0RQS3_HYPJQ, tr|G0RSY2|G0RSY2_HYPJQ, tr|G0RT07|G0RT07_HYPJQ, tr|G0RU28|G0RU28_HYPJQ, tr|G0RUB1|G0RUB1_HYPJQ, tr|G0RV54|G0RV54_HYPJQ, tr|G0RV57|G0RV57_HYPJQ, tr|G0RW59|G0RW59_HYPJQ, tr|G0RWD1|G0RWD1_HYPJQ, tr|G0RWL5|G0RWL5_HYPJQ, tr|G0RWX4|G0RWX4_HYPJQ, tr|G0RWY0|G0RWY0_HYPJQ	Pa_1_100|chrm1|Putative, Pa_2_8180|chrm2|Putative, Pa_2_8190|chrm2|Putative, Pa_4_3680|chrm4|Putative, Pa_5_2160|chrm5|Putative, Pa_5_80|chrm5|Putative
OG0000011			tr|F7VJW6|F7VJW6_SORMK, tr|F7VS54|F7VS54_SORMK, tr|F7VSB1|F7VSB1_SORMK, tr|F7VYF1|F7VYF1_SORMK, tr|F7VZQ7|F7VZQ7_SORMK, tr|F7VZQ8|F7VZQ8_SORMK, tr|F7W044|F7W044_SORMK, tr|F7W0X5|F7W0X5_SORMK, tr|F7W0Y2|F7W0Y2_SORMK, tr|F7W3T2|F7W3T2_SORMK, tr|F7W5H6|F7W5H6_SORMK, tr|F7W5I4|F7W5I4_SORMK, tr|F7W5I8|F7W5I8_SORMK, tr|F7W5I9|F7W5I9_SORMK, tr|F7W631|F7W631_SORMK, tr|F7W6E4|F7W6E4_SORMK, tr|F7W6S7|F7W6S7_SORMK, tr|F7W956|F7W956_SORMK, tr|F7WA12|F7WA12_SORMK, tr|F7WA13|F7WA13_SORMK, tr|F7WA16|F7WA16_SORMK, tr|F7WA17|F7WA17_SORMK, tr|F7WA18|F7WA18_SORMK, tr|F7WBD3|F7WBD3_SORMK, tr|F7WBD5|F7WBD5_SORMK, tr|F7WC68|F7WC68_SORMK, tr|F7WC75|F7WC75_SORMK, tr|F7WCB8|F7WCB8_SORMK, tr|F7WCD4|F7WCD4_SORMK, tr|F7WCL6|F7WCL6_SORMK, tr|F7WCN6|F7WCN6_SORMK, tr|F7WCN8|F7WCN8_SORMK, tr|F7WCQ3|F7WCQ3_SORMK, tr|F7WCQ8|F7WCQ8_SORMK, tr|F7WCR4|F7WCR4_SORMK, tr|F7WCS9|F7WCS9_SORMK, tr|F7WCT4|F7WCT4_SORMK, tr|F7WCV4|F7WCV4_SORMK, tr|F7WCW3|F7WCW3_SORMK, tr|F7WCX2|F7WCX2_SORMK		
OG0000012	tr|Q2GP02|Q2GP02_CHAGB, tr|Q2GPR0|Q2GPR0_CHAGB, tr|Q2GVE0|Q2GVE0_CHAGB, tr|Q2H8C8|Q2H8C8_CHAGB, tr|Q2HCB6|Q2HCB6_CHAGB, tr|Q2HDZ6|Q2HDZ6_CHAGB	tr|A7UWH5|A7UWH5_NEUCR, tr|Q1K4N1|Q1K4N1_NEUCR, tr|Q7RYD9|Q7RYD9_NEUCR, tr|Q7S5L3|Q7S5L3_NEUCR, tr|Q7S8G5|Q7S8G5_NEUCR, tr|Q7SE11|Q7SE11_NEUCR	tr|F7VLR8|F7VLR8_SORMK, tr|F7VMD4|F7VMD4_SORMK, tr|F7W5J1|F7W5J1_SORMK, tr|F7W833|F7W833_SORMK, tr|F7W972|F7W972_SORMK, tr|F7WBT8|F7WBT8_SORMK	tr|G0RCD5|G0RCD5_HYPJQ, tr|G0RFI7|G0RFI7_HYPJQ, tr|G0RIK5|G0RIK5_HYPJQ, tr|G0RN84|G0RN84_HYPJQ, tr|G0RNW8|G0RNW8_HYPJQ, tr|G0RP62|G0RP62_HYPJQ, tr|G0RRG9|G0RRG9_HYPJQ, tr|G0RRI4|G0RRI4_HYPJQ, tr|G0RSC0|G0RSC0_HYPJQ, tr|G0RSQ4|G0RSQ4_HYPJQ, tr|G0RVJ4|G0RVJ4_HYPJQ, tr|G0RWN2|G0RWN2_HYPJQ	Pa_1_7170|chrm1|Putative, Pa_3_5690|chrm3|Putative, Pa_5_1430|chrm5|Putative, Pa_5_5340|chrm5|Putative, Pa_6_5310|chrm6|Putative, Pa_6_6450|chrm6|Putative, Pa_7_3760|chrm7|Putative, Pa_7_5110|chrm7|Putative
OG0000013	sp|Q2HEW6|CHEC_CHAGB, tr|Q2GMH4|Q2GMH4_CHAGB, tr|Q2GMH9|Q2GMH9_CHAGB, tr|Q2GMP0|Q2GMP0_CHAGB, tr|Q2GMR5|Q2GMR5_CHAGB, tr|Q2GP01|Q2GP01_CHAGB, tr|Q2GR31|Q2GR31_CHAGB, tr|Q2GTJ0|Q2GTJ0_CHAGB, tr|Q2GTJ3|Q2GTJ3_CHAGB, tr|Q2GUH0|Q2GUH0_CHAGB, tr|Q2GUQ0|Q2GUQ0_CHAGB, tr|Q2GUQ8|Q2GUQ8_CHAGB, tr|Q2GUR4|Q2GUR4_CHAGB, tr|Q2GVD1|Q2GVD1_CHAGB, tr|Q2GX42|Q2GX42_CHAGB, tr|Q2GZH9|Q2GZH9_CHAGB, tr|Q2GZI1|Q2GZI1_CHAGB, tr|Q2GZI2|Q2GZI2_CHAGB, tr|Q2GZL5|Q2GZL5_CHAGB, tr|Q2GZR1|Q2GZR1_CHAGB, tr|Q2H5T2|Q2H5T2_CHAGB, tr|Q2H756|Q2H756_CHAGB, tr|Q2H758|Q2H758_CHAGB, tr|Q2H760|Q2H760_CHAGB, tr|Q2H7V9|Q2H7V9_CHAGB, tr|Q2H968|Q2H968_CHAGB, tr|Q2HAP8|Q2HAP8_CHAGB, tr|Q2HAQ1|Q2HAQ1_CHAGB, tr|Q2HCC4|Q2HCC4_CHAGB, tr|Q2HGI6|Q2HGI6_CHAGB, tr|Q2HH20|Q2HH20_CHAGB, tr|Q2HH21|Q2HH21_CHAGB, tr|Q2HH22|Q2HH22_CHAGB, tr|Q2HH26|Q2HH26_CHAGB, tr|Q2HH27|Q2HH27_CHAGB, tr|Q2HH31|Q2HH31_CHAGB				
OG0000014	tr|Q2GMB8|Q2GMB8_CHAGB, tr|Q2GMH5|Q2GMH5_CHAGB, tr|Q2GNT1|Q2GNT1_CHAGB, tr|Q2GP94|Q2GP94_CHAGB, tr|Q2GQD7|Q2GQD7_CHAGB, tr|Q2GQV0|Q2GQV0_CHAGB, tr|Q2GS02|Q2GS02_CHAGB, tr|Q2GSK4|Q2GSK4_CHAGB, tr|Q2GSX2|Q2GSX2_CHAGB, tr|Q2GTG1|Q2GTG1_CHAGB, tr|Q2GTI7|Q2GTI7_CHAGB, tr|Q2GUI3|Q2GUI3_CHAGB, tr|Q2GUQ6|Q2GUQ6_CHAGB, tr|Q2GUR3|Q2GUR3_CHAGB, tr|Q2GUR5|Q2GUR5_CHAGB, tr|Q2GVJ2|Q2GVJ2_CHAGB, tr|Q2GXA5|Q2GXA5_CHAGB, tr|Q2GXJ8|Q2GXJ8_CHAGB, tr|Q2GZI3|Q2GZI3_CHAGB, tr|Q2H032|Q2H032_CHAGB, tr|Q2H1Z6|Q2H1Z6_CHAGB, tr|Q2H2K9|Q2H2K9_CHAGB, tr|Q2H552|Q2H552_CHAGB, tr|Q2H5H6|Q2H5H6_CHAGB, tr|Q2H6P8|Q2H6P8_CHAGB, tr|Q2H762|Q2H762_CHAGB, tr|Q2H7M5|Q2H7M5_CHAGB, tr|Q2H943|Q2H943_CHAGB, tr|Q2HAQ7|Q2HAQ7_CHAGB, tr|Q2HC10|Q2HC10_CHAGB, tr|Q2HC24|Q2HC24_CHAGB, tr|Q2HC46|Q2HC46_CHAGB, tr|Q2HF21|Q2HF21_CHAGB, tr|Q2HH19|Q2HH19_CHAGB, tr|Q2HH29|Q2HH29_CHAGB				
OG0000015	tr|Q2GPH0|Q2GPH0_CHAGB, tr|Q2GQI0|Q2GQI0_CHAGB, tr|Q2GTA4|Q2GTA4_CHAGB, tr|Q2GTV0|Q2GTV0_CHAGB, tr|Q2H2D2|Q2H2D2_CHAGB, tr|Q2H860|Q2H860_CHAGB, tr|Q2H8G2|Q2H8G2_CHAGB, tr|Q2HEK8|Q2HEK8_CHAGB, tr|Q2HEL3|Q2HEL3_CHAGB, tr|Q2HI69|Q2HI69_CHAGB	tr|Q1K5P3|Q1K5P3_NEUCR, tr|Q7RX43|Q7RX43_NEUCR	tr|F7W0D9|F7W0D9_SORMK, tr|F7W477|F7W477_SORMK, tr|F7W4C1|F7W4C1_SORMK	tr|G0R841|G0R841_HYPJQ, tr|G0RDZ5|G0RDZ5_HYPJQ, tr|G0REL8|G0REL8_HYPJQ, tr|G0RFT2|G0RFT2_HYPJQ, tr|G0RG02|G0RG02_HYPJQ, tr|G0RI65|G0RI65_HYPJQ, tr|G0RLS4|G0RLS4_HYPJQ, tr|G0RNY9|G0RNY9_HYPJQ, tr|G0RP36|G0RP36_HYPJQ, tr|G0RUN1|G0RUN1_HYPJQ, tr|G0RUY3|G0RUY3_HYPJQ, tr|G0RVM2|G0RVM2_HYPJQ, tr|G0RWC9|G0RWC9_HYPJQ	Pa_1_17300|chrm1|Putative, Pa_1_6380|chrm1|Putative, Pa_2_3260|chrm2|Putative, Pa_5_10550|chrm5|Putative, Pa_5_2250|chrm5|Putative, Pa_5_7050|chrm5|Putative, Pa_5_7970|chrm5|Putative
OG0000016	tr|Q2H649|Q2H649_CHAGB	tr|V5IRD1|V5IRD1_NEUCR	tr|F7VJZ9|F7VJZ9_SORMK, tr|F7VL02|F7VL02_SORMK, tr|F7VLX7|F7VLX7_SORMK, tr|F7VQ34|F7VQ34_SORMK, tr|F7VUH8|F7VUH8_SORMK, tr|F7VUP4|F7VUP4_SORMK, tr|F7VV07|F7VV07_SORMK, tr|F7VWA6|F7VWA6_SORMK, tr|F7VWA7|F7VWA7_SORMK, tr|F7VXB4|F7VXB4_SORMK, tr|F7VXN4|F7VXN4_SORMK, tr|F7VYT5|F7VYT5_SORMK, tr|F7VYV4|F7VYV4_SORMK, tr|F7W022|F7W022_SORMK, tr|F7W047|F7W047_SORMK, tr|F7W0Z1|F7W0Z1_SORMK, tr|F7W399|F7W399_SORMK, tr|F7W3J4|F7W3J4_SORMK, tr|F7W3T1|F7W3T1_SORMK, tr|F7W806|F7W806_SORMK, tr|F7W808|F7W808_SORMK, tr|F7W818|F7W818_SORMK, tr|F7W9A7|F7W9A7_SORMK, tr|F7W9E6|F7W9E6_SORMK, tr|F7W9E7|F7W9E7_SORMK, tr|F7W9P0|F7W9P0_SORMK, tr|F7W9T2|F7W9T2_SORMK, tr|F7W9V1|F7W9V1_SORMK, tr|F7W9X7|F7W9X7_SORMK, tr|F7WAF6|F7WAF6_SORMK, tr|F7WAI0|F7WAI0_SORMK, tr|F7WB16|F7WB16_SORMK, tr|F7WBT5|F7WBT5_SORMK		
OG0000017	tr|Q2GPM6|Q2GPM6_CHAGB, tr|Q2GPZ7|Q2GPZ7_CHAGB, tr|Q2H3K1|Q2H3K1_CHAGB, tr|Q2HCA7|Q2HCA7_CHAGB, tr|Q2HHF1|Q2HHF1_CHAGB, tr|Q2HHU6|Q2HHU6_CHAGB	tr|Q7S330|Q7S330_NEUCR, tr|Q7S560|Q7S560_NEUCR, tr|Q7SCW8|Q7SCW8_NEUCR, tr|Q7SD37|Q7SD37_NEUCR	tr|F7VKM1|F7VKM1_SORMK, tr|F7VQT8|F7VQT8_SORMK, tr|F7VXB2|F7VXB2_SORMK, tr|F7W378|F7W378_SORMK, tr|F7W5G0|F7W5G0_SORMK, tr|F7W987|F7W987_SORMK, tr|F7WB73|F7WB73_SORMK, tr|F7WBJ2|F7WBJ2_SORMK	tr|G0REQ7|G0REQ7_HYPJQ, tr|G0RG51|G0RG51_HYPJQ, tr|G0RT58|G0RT58_HYPJQ	Pa_2_6800|chrm2|Putative, Pa_3_850|chrm3|Putative, Pa_4_540|chrm4|Putative, Pa_5_13070|chrm5|Putative, Pa_5_1510|chrm5|Putative, Pa_5_1940|chrm5|Putative, Pa_5_2660|chrm5|Putative, Pa_5_3350|chrm5|Putative, Pa_5_6620|chrm5|Putative, Pa_5_7730|chrm5|Putative, Pa_6_10690|chrm6|Putative, Pa_6_10|chrm6|Putative, Pa_6_8550|chrm6|Putative
OG0000018	tr|Q2GPW5|Q2GPW5_CHAGB, tr|Q2GR76|Q2GR76_CHAGB, tr|Q2H7P0|Q2H7P0_CHAGB, tr|Q2HEL5|Q2HEL5_CHAGB, tr|Q2HEP8|Q2HEP8_CHAGB	tr|Q7S4K3|Q7S4K3_NEUCR, tr|Q7SEE6|Q7SEE6_NEUCR	tr|F7VQQ2|F7VQQ2_SORMK, tr|F7VQR7|F7VQR7_SORMK, tr|F7VVP4|F7VVP4_SORMK, tr|F7VYD3|F7VYD3_SORMK, tr|F7W087|F7W087_SORMK, tr|F7W5W2|F7W5W2_SORMK	tr|G0R9H0|G0R9H0_HYPJQ, tr|G0RBH3|G0RBH3_HYPJQ, tr|G0RE74|G0RE74_HYPJQ, tr|G0RFV9|G0RFV9_HYPJQ, tr|G0RKQ4|G0RKQ4_HYPJQ, tr|G0RNZ3|G0RNZ3_HYPJQ, tr|G0RP17|G0RP17_HYPJQ, tr|G0RVJ9|G0RVJ9_HYPJQ, tr|G0RWK9|G0RWK9_HYPJQ	Pa_0_220|chrm6|Putative, Pa_1_10160|chrm1|Putative, Pa_1_18360|chrm1|Putative, Pa_2_7290|chrm2|Putative, Pa_2_7340|chrm2|Putative, Pa_2_7400|chrm2|Putative, Pa_3_10850|chrm3|Putative, Pa_3_11380|chrm3|Putative, Pa_4_4580|chrm4|Putative, Pa_5_1260|chrm5|Putative, Pa_5_720|chrm5|Putative
OG0000019	tr|Q2GM62|Q2GM62_CHAGB, tr|Q2GXR9|Q2GXR9_CHAGB, tr|Q2GY99|Q2GY99_CHAGB, tr|Q2H2S1|Q2H2S1_CHAGB, tr|Q2HC89|Q2HC89_CHAGB	tr|Q1K7A8|Q1K7A8_NEUCR, tr|Q1K7I4|Q1K7I4_NEUCR, tr|Q1K918|Q1K918_NEUCR, tr|Q7RUC1|Q7RUC1_NEUCR, tr|Q7S3X3|Q7S3X3_NEUCR, tr|Q7S4K4|Q7S4K4_NEUCR, tr|Q7SAB2|Q7SAB2_NEUCR	tr|F7VNS9|F7VNS9_SORMK, tr|F7VRH1|F7VRH1_SORMK, tr|F7VT17|F7VT17_SORMK, tr|F7VVP8|F7VVP8_SORMK, tr|F7VVT4|F7VVT4_SORMK, tr|F7VWZ9|F7VWZ9_SORMK, tr|F7VZ72|F7VZ72_SORMK	tr|G0R6Z3|G0R6Z3_HYPJQ, tr|G0R9W7|G0R9W7_HYPJQ, tr|G0RME4|G0RME4_HYPJQ, tr|G0RN13|G0RN13_HYPJQ, tr|G0RT80|G0RT80_HYPJQ, tr|G0RUT8|G0RUT8_HYPJQ	Pa_1_19460|chrm1|Putative, Pa_1_22600|chrm1|Putative, Pa_2_11480|chrm2|Putative, Pa_2_9880|chrm2|Putative, Pa_3_2730|chrm3|Putative, Pa_5_2780|chrm5|Putative, Pa_5_4390|chrm5|Putative, Pa_6_7690|chrm6|Putative
OG0000020	tr|Q2GR17|Q2GR17_CHAGB, tr|Q2GSA3|Q2GSA3_CHAGB, tr|Q2GWM0|Q2GWM0_CHAGB, tr|Q2H828|Q2H828_CHAGB, tr|Q2HA17|Q2HA17_CHAGB, tr|Q2HC48|Q2HC48_CHAGB	tr|A7UWB7|A7UWB7_NEUCR, tr|Q7RZQ8|Q7RZQ8_NEUCR	tr|F7VYF5|F7VYF5_SORMK, tr|F7W632|F7W632_SORMK	sp|G0R6T1|SORT_HYPJQ, tr|G0R825|G0R825_HYPJQ, tr|G0R933|G0R933_HYPJQ, tr|G0R9K7|G0R9K7_HYPJQ, tr|G0RBW3|G0RBW3_HYPJQ, tr|G0RE97|G0RE97_HYPJQ, tr|G0REP3|G0REP3_HYPJQ, tr|G0RKV8|G0RKV8_HYPJQ, tr|G0RLE1|G0RLE1_HYPJQ, tr|G0RN96|G0RN96_HYPJQ, tr|G0RNV7|G0RNV7_HYPJQ, tr|G0RPA1|G0RPA1_HYPJQ, tr|G0RPP3|G0RPP3_HYPJQ, tr|G0RSX0|G0RSX0_HYPJQ, tr|G0RX62|G0RX62_HYPJQ, tr|G0RX70|G0RX70_HYPJQ, tr|G0RXF9|G0RXF9_HYPJQ, tr|G0RXL0|G0RXL0_HYPJQ	Pa_4_8740|chrm4|Putative, Pa_5_2920|chrm5|Putative, Pa_7_4880|chrm7|Putative, Pa_7_5740|chrm7|Putative
OG0000021	tr|Q2GQS6|Q2GQS6_CHAGB, tr|Q2GY30|Q2GY30_CHAGB, tr|Q2GZ54|Q2GZ54_CHAGB, tr|Q2H3F8|Q2H3F8_CHAGB, tr|Q2H8N3|Q2H8N3_CHAGB, tr|Q2HB91|Q2HB91_CHAGB	tr|Q7RWP2|Q7RWP2_NEUCR, tr|Q7S3R5|Q7S3R5_NEUCR, tr|Q7S6Y6|Q7S6Y6_NEUCR, tr|Q7S786|Q7S786_NEUCR, tr|Q7SGM9|Q7SGM9_NEUCR, tr|V5IMM3|V5IMM3_NEUCR	tr|F7VU98|F7VU98_SORMK, tr|F7VWG5|F7VWG5_SORMK, tr|F7W1P1|F7W1P1_SORMK, tr|F7W589|F7W589_SORMK, tr|F7W724|F7W724_SORMK, tr|F7W725|F7W725_SORMK, tr|F7W9S1|F7W9S1_SORMK	tr|G0RDY1|G0RDY1_HYPJQ, tr|G0RF07|G0RF07_HYPJQ, tr|G0RG24|G0RG24_HYPJQ, tr|G0RGP9|G0RGP9_HYPJQ, tr|G0RJ07|G0RJ07_HYPJQ, tr|G0RRL7|G0RRL7_HYPJQ	Pa_2_10270|chrm2|Putative, Pa_2_9330|chrm2|Putative, Pa_3_590|chrm3|Putative, Pa_4_3750|chrm4|Putative, Pa_5_9310|chrm5|Putative, Pa_6_10960|chrm6|Putative, Pa_7_3190|chrm7|Putative
OG0000022	tr|Q2HCR3|Q2HCR3_CHAGB, tr|Q2HHW6|Q2HHW6_CHAGB	tr|F5HD25|F5HD25_NEUCR, tr|Q1K4P6|Q1K4P6_NEUCR, tr|Q1K8V6|Q1K8V6_NEUCR, tr|Q7RW24|Q7RW24_NEUCR, tr|Q7RW98|Q7RW98_NEUCR, tr|Q7RWB3|Q7RWB3_NEUCR, tr|Q7RX14|Q7RX14_NEUCR, tr|Q7S0B1|Q7S0B1_NEUCR, tr|Q7S1M5|Q7S1M5_NEUCR, tr|Q7S1T8|Q7S1T8_NEUCR, tr|Q7S5K3|Q7S5K3_NEUCR, tr|Q7S6A5|Q7S6A5_NEUCR, tr|Q7S8N1|Q7S8N1_NEUCR, tr|Q7SA28|Q7SA28_NEUCR, tr|Q7SAM2|Q7SAM2_NEUCR, tr|Q7SAV5|Q7SAV5_NEUCR, tr|Q7SCF8|Q7SCF8_NEUCR, tr|Q7SDG1|Q7SDG1_NEUCR, tr|Q7SF07|Q7SF07_NEUCR, tr|Q7SG40|Q7SG40_NEUCR, tr|V5IKM8|V5IKM8_NEUCR, tr|V5IKT4|V5IKT4_NEUCR, tr|V5IL76|V5IL76_NEUCR, tr|V5ILZ2|V5ILZ2_NEUCR, tr|V5IMT5|V5IMT5_NEUCR, tr|V5IMY4|V5IMY4_NEUCR, tr|V5INL6|V5INL6_NEUCR, tr|V5IQB8|V5IQB8_NEUCR, tr|V5IR74|V5IR74_NEUCR	tr|F7VZQ1|F7VZQ1_SORMK		
OG0000023	tr|Q2GMT6|Q2GMT6_CHAGB, tr|Q2GMY5|Q2GMY5_CHAGB, tr|Q2GMY6|Q2GMY6_CHAGB, tr|Q2GPF3|Q2GPF3_CHAGB, tr|Q2GQI4|Q2GQI4_CHAGB, tr|Q2GR32|Q2GR32_CHAGB, tr|Q2GTX9|Q2GTX9_CHAGB, tr|Q2GU69|Q2GU69_CHAGB, tr|Q2GUM3|Q2GUM3_CHAGB, tr|Q2GYS1|Q2GYS1_CHAGB, tr|Q2GYT9|Q2GYT9_CHAGB, tr|Q2GYX5|Q2GYX5_CHAGB, tr|Q2GZG0|Q2GZG0_CHAGB, tr|Q2GZJ2|Q2GZJ2_CHAGB, tr|Q2GZV0|Q2GZV0_CHAGB, tr|Q2H1X6|Q2H1X6_CHAGB, tr|Q2H1X7|Q2H1X7_CHAGB, tr|Q2H2C0|Q2H2C0_CHAGB, tr|Q2H2H5|Q2H2H5_CHAGB, tr|Q2H5G0|Q2H5G0_CHAGB, tr|Q2H5K8|Q2H5K8_CHAGB, tr|Q2H7V5|Q2H7V5_CHAGB, tr|Q2H881|Q2H881_CHAGB, tr|Q2H8B7|Q2H8B7_CHAGB, tr|Q2H929|Q2H929_CHAGB, tr|Q2HCL1|Q2HCL1_CHAGB, tr|Q2HHU9|Q2HHU9_CHAGB, tr|Q2HHV0|Q2HHV0_CHAGB, tr|Q2HHW4|Q2HHW4_CHAGB, tr|Q2HHW5|Q2HHW5_CHAGB, tr|Q2HI15|Q2HI15_CHAGB				
OG0000024	tr|Q2GQ98|Q2GQ98_CHAGB, tr|Q2GRS9|Q2GRS9_CHAGB, tr|Q2H1J9|Q2H1J9_CHAGB, tr|Q2H633|Q2H633_CHAGB	tr|Q1K626|Q1K626_NEUCR, tr|Q7RX06|Q7RX06_NEUCR, tr|Q7RX07|Q7RX07_NEUCR, tr|Q7S8T3|Q7S8T3_NEUCR, tr|Q7S8T4|Q7S8T4_NEUCR, tr|V5IM54|V5IM54_NEUCR, tr|V5IP01|V5IP01_NEUCR	tr|F7VL61|F7VL61_SORMK, tr|F7VMY6|F7VMY6_SORMK, tr|F7VMY9|F7VMY9_SORMK, tr|F7VRG7|F7VRG7_SORMK, tr|F7VRG9|F7VRG9_SORMK, tr|F7VRI2|F7VRI2_SORMK, tr|F7VUG9|F7VUG9_SORMK, tr|F7VUT0|F7VUT0_SORMK, tr|F7W0Q7|F7W0Q7_SORMK, tr|F7W458|F7W458_SORMK, tr|F7W4F6|F7W4F6_SORMK, tr|F7W4F7|F7W4F7_SORMK, tr|F7W671|F7W671_SORMK, tr|F7WAJ0|F7WAJ0_SORMK, tr|F7WBF6|F7WBF6_SORMK, tr|F7WCR3|F7WCR3_SORMK, tr|F7WCR8|F7WCR8_SORMK	tr|G0RSP1|G0RSP1_HYPJQ	Pa_4_5540|chrm4|Putative, Pa_7_2228|chrm7|Putative
OG0000025	tr|Q2GT19|Q2GT19_CHAGB, tr|Q2H3I4|Q2H3I4_CHAGB, tr|Q2H7A4|Q2H7A4_CHAGB, tr|Q2H7W4|Q2H7W4_CHAGB, tr|Q2H9D5|Q2H9D5_CHAGB	tr|Q7S0J7|Q7S0J7_NEUCR, tr|Q7S1R2|Q7S1R2_NEUCR, tr|Q7S6X2|Q7S6X2_NEUCR, tr|Q7SGM7|Q7SGM7_NEUCR, tr|V5IPM6|V5IPM6_NEUCR	tr|F7VMU4|F7VMU4_SORMK, tr|F7VWI0|F7VWI0_SORMK, tr|F7W2M0|F7W2M0_SORMK, tr|F7W975|F7W975_SORMK, tr|F7W9R9|F7W9R9_SORMK	tr|G0REW5|G0REW5_HYPJQ, tr|G0RG61|G0RG61_HYPJQ, tr|G0RIE3|G0RIE3_HYPJQ, tr|G0RIM8|G0RIM8_HYPJQ, tr|G0RSL1|G0RSL1_HYPJQ, tr|G0RUI7|G0RUI7_HYPJQ, tr|G0RVV1|G0RVV1_HYPJQ, tr|G0RWJ6|G0RWJ6_HYPJQ	Pa_3_10830|chrm3|Putative, Pa_3_2060|chrm3|Putative, Pa_3_2070|chrm3|Putative, Pa_4_3890|chrm4|Putative, Pa_4_9940|chrm4|Putative, Pa_6_10660|chrm6|Putative, Pa_6_11650|chrm6|Putative
OG0000026	tr|Q2GLX4|Q2GLX4_CHAGB, tr|Q2GPS9|Q2GPS9_CHAGB, tr|Q2H8A2|Q2H8A2_CHAGB, tr|Q2HBW4|Q2HBW4_CHAGB	sp|P06811|LAC1_NEUCR, tr|Q7RYF6|Q7RYF6_NEUCR, tr|Q7S1M8|Q7S1M8_NEUCR, tr|Q7S2V2|Q7S2V2_NEUCR, tr|Q7S4C0|Q7S4C0_NEUCR, tr|Q7S6W1|Q7S6W1_NEUCR, tr|Q7S9Z8|Q7S9Z8_NEUCR	tr|F7VUE3|F7VUE3_SORMK, tr|F7VVR9|F7VVR9_SORMK, tr|F7VWJ4|F7VWJ4_SORMK, tr|F7W2V7|F7W2V7_SORMK, tr|F7W380|F7W380_SORMK, tr|F7W618|F7W618_SORMK, tr|F7WAI4|F7WAI4_SORMK, tr|F7WBU0|F7WBU0_SORMK, tr|F7WCM3|F7WCM3_SORMK		Pa_5_1200|chrm5|Laccase-2, Pa_5_4140|chrm5|Putative, Pa_5_4660|chrm5|Putative, Pa_5_9860|chrm5|Putative, Pa_6_10630|chrm6|Putative, Pa_6_2550|chrm6|Putative, Pa_6_7880|chrm6|Putative, Pa_7_3560|chrm7|Putative, Pa_7_4200|chrm7|Putative
OG0000027	tr|Q2GMQ8|Q2GMQ8_CHAGB, tr|Q2GPH1|Q2GPH1_CHAGB, tr|Q2GRR0|Q2GRR0_CHAGB, tr|Q2GRX8|Q2GRX8_CHAGB, tr|Q2GTB0|Q2GTB0_CHAGB, tr|Q2H1I4|Q2H1I4_CHAGB, tr|Q2H292|Q2H292_CHAGB, tr|Q2HHR4|Q2HHR4_CHAGB	tr|Q7RWM0|Q7RWM0_NEUCR, tr|Q7S8A1|Q7S8A1_NEUCR, tr|V5IQ66|V5IQ66_NEUCR	tr|F7VMR5|F7VMR5_SORMK, tr|F7VNS0|F7VNS0_SORMK, tr|F7VUA0|F7VUA0_SORMK, tr|F7VY89|F7VY89_SORMK, tr|F7W3A3|F7W3A3_SORMK, tr|F7WBY0|F7WBY0_SORMK	tr|G0RDX2|G0RDX2_HYPJQ, tr|G0RXE4|G0RXE4_HYPJQ, tr|G0RXF7|G0RXF7_HYPJQ	Pa_0_80|chrm6|Putative, Pa_2_6840|chrm2|Putative, Pa_2_7060|chrm2|Putative, Pa_2_7920|chrm2|Putative, Pa_4_5500|chrm4|Putative, Pa_4_6210|chrm4|Putative, Pa_5_11030|chrm5|Putative, Pa_6_9560|chrm6|Putative, Pa_7_4850|chrm7|Putative
